"bgyname","cityname","provname","nscb_reg_name","latitude","longitude","processed"
"NAGSAHA","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.157575","123.206846","2"
"MAGSAYSAY","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.132835","123.206616","2"
"MALUSAY","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.1439","123.2717","2"
"MANIAK","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.258655","123.284507","2"
"PADRE ZAMORA","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.083065","123.247605","2"
"PLAGATASANON","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.16893","123.152367","2"
"PLANAS","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.17524","123.231577","2"
"POBLACION","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.12","123.27","2"
"SANDAYAO","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.232355","123.199233","2"
"TACPAO","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.22255","123.246123","2"
"TINAYUNAN BEACH","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.107635","123.255788","2"
"TINAYUNAN HILL","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.122885","123.240658","2"
"TRINIDAD","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.257535","123.231814","2"
"VILLEGAS","CITY OF GUIHULNGAN","NEGROS ORIENTAL","Central Visayas","10.16911","123.210314","2"
"AGLAHUG","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.97633","123.166668","2"
"AGUTAYON","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.02637","123.169486","2"
"APANANGON","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.045155","123.07699","2"
"BAE","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.95509","123.179189","2"
"BALA-AS","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.007105","123.20651","2"
"BANGCAL","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.01277","123.191547","2"
"BANOG","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.01254","123.148448","2"
"BUTO","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.032565","123.120836","2"
"CABANG","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.98182","123.130658","2"
"CAMANDAYON","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.98808","123.195629","2"
"CANGHARAY","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.996635","123.147367","2"
"CANLAHAO","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.003675","123.177995","2"
"DAYOYO","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.97023","123.186701","2"
"ELI","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.019605","123.098628","2"
"LACAON","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.025465","123.142082","2"
"MAHANLUD","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.03816","123.143269","2"
"MALABAGO","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.010725","123.164171","2"
"MAMBAID","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.00076","123.214461","2"
"MONGPONG","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.00722","123.14519","2"
"OWACAN","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.045075","123.124349","2"
"PACUAN","JIMALALUD","NEGROS ORIENTAL","Central Visayas","10.057845","123.078779","2"
"PANGLAYA-AN","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.96521","123.177431","2"
"NORTH POBLACION","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.98","123.2","2"
"SOUTH POBLACION","JIMALALUD","NEGROS ORIENTAL","Central Visayas","9.97357","123.195178","2"
